subject_id,group,covariate_X,target_Y,window_index,lag_steps,lag_ms,f_stat_manual,p_value_manual,f_stat_statsmodels,p_value_statsmodels
sub-002,A,P4,Fp2,0,50,100,3.6992202230117264,5.03533163633067e-14,3.699220223166111,5.035331625902474e-14
sub-002,A,P4,Fp2,1,5,10,12.443043112830496,1.797558638093879e-11,12.443043112832456,1.7975586380863623e-11
sub-002,A,P4,Fp2,1,10,20,13.795628799153425,7.506381713200011e-22,13.795628798933762,7.506381719427529e-22
sub-002,A,P4,Fp2,1,20,40,6.196812976134693,4.876416393431674e-15,6.196812975149597,4.876416426895076e-15
sub-002,A,P4,Fp2,1,30,60,5.615709216033306,7.886222633623956e-18,5.6157092140170946,7.886222784012995e-18
sub-002,A,P4,Fp2,1,40,80,6.013629301635144,9.941497046292064e-24,6.013629299854917,9.941497247404145e-24
sub-002,A,P4,Fp2,1,50,100,5.488133251909758,2.1561554344594767e-24,5.488133252254738,2.1561554247065675e-24
sub-002,A,P4,Fp2,2,5,10,12.492214234946017,1.6174630763495294e-11,12.492214234934233,1.6174630763905242e-11
sub-002,A,P4,Fp2,2,10,20,7.8182015193805325,8.654029199383305e-12,7.81820151941543,8.654029198191095e-12
sub-002,A,P4,Fp2,2,20,40,3.076864350133696,9.41118202950232e-06,3.076864349722558,9.411182054514198e-06
sub-002,A,P4,Fp2,2,30,60,3.859772123436798,1.2988168230358772e-10,3.8597721217259893,1.2988168438400612e-10
sub-002,A,P4,Fp2,2,40,80,4.36657707514488,1.7699460937716655e-15,4.366577073706675,1.769946123371845e-15
sub-002,A,P4,Fp2,2,50,100,3.4683751914672727,1.1065505401194224e-12,3.4683751920867905,1.106550530967892e-12
sub-002,A,P4,Fp2,3,5,10,5.634306814121831,4.427752806629485e-05,5.634306814060135,4.42775280721555e-05
sub-002,A,P4,Fp2,3,10,20,2.5527895307945965,0.005091624901147835,2.552789533852502,0.005091624847883917
sub-002,A,P4,Fp2,3,20,40,2.815425999932798,4.99684661341351e-05,2.815425995368551,4.9968467571158915e-05
sub-002,A,P4,Fp2,3,30,60,5.241180470652247,2.739622376662072e-16,5.241180470199777,2.739622388419416e-16
sub-002,A,P4,Fp2,3,40,80,4.857808225333365,5.873833254361472e-18,4.8578082252206665,5.873833262041582e-18
sub-002,A,P4,Fp2,3,50,100,3.9118607711158173,2.8955910131757686e-15,3.9118607562969205,2.8955915899707115e-15
sub-002,A,P4,Fp2,4,5,10,8.864851597395287,4.0869331706817293e-08,8.864851597404824,4.086933170597283e-08
sub-002,A,P4,Fp2,4,10,20,11.233256600648595,1.351205540853587e-17,11.233256600588533,1.3512055411675458e-17
sub-002,A,P4,Fp2,4,20,40,7.523398411076867,4.940577809273086e-19,7.523398409951028,4.940577847589682e-19
sub-002,A,P4,Fp2,4,30,60,6.754070523229966,1.8034574425860809e-22,6.754070522044748,1.8034574624651012e-22
sub-002,A,P4,Fp2,4,40,80,6.1322303630621855,2.588155026220827e-24,6.132230362908597,2.588155030724801e-24
sub-002,A,P4,Fp2,4,50,100,5.177947177005776,1.2813474555799516e-22,5.177947175758678,1.2813474767106442e-22
sub-002,A,Fp2,P4,0,5,10,5.675314473015172,4.0547164322760534e-05,5.675314472964128,4.054716432720369e-05
sub-002,A,Fp2,P4,0,10,20,2.8586899499472853,0.0017561823088516856,2.8586899500427223,0.0017561823082594393
sub-002,A,Fp2,P4,0,20,40,3.513904311326693,5.327311922637429e-07,3.5139043090986037,5.32731200173521e-07
sub-002,A,Fp2,P4,0,30,60,2.3650949547068914,8.292501471662491e-05,2.365094952379596,8.29250163031321e-05
sub-002,A,Fp2,P4,0,40,80,1.8738717165076202,0.00127925727403838,1.8738717156785463,0.001279257283603535
sub-002,A,Fp2,P4,0,50,100,2.047839097105911,7.085336228080012e-05,2.047839093998336,7.085336476941386e-05
sub-002,A,Fp2,P4,1,5,10,4.386447293957401,0.000630737438055153,4.386447293877927,0.0006307374381607667
sub-002,A,Fp2,P4,1,10,20,4.627775315182674,2.395652761774227e-06,4.627775315047213,2.3956527630261878e-06
sub-002,A,Fp2,P4,1,20,40,3.023126389679717,1.3309291732395027e-05,3.023126389523039,1.3309291745811372e-05
sub-002,A,Fp2,P4,1,30,60,1.9552570275318437,0.002069676761167003,1.9552570262182103,0.0020696767813375627
sub-002,A,Fp2,P4,1,40,80,2.406247282381702,7.047492448270387e-06,2.4062472847172605,7.047492277480996e-06
sub-002,A,Fp2,P4,1,50,100,2.530378260091454,2.2183387912992158e-07,2.530378259586757,2.2183388052643838e-07
sub-002,A,Fp2,P4,2,5,10,7.723314492533517,4.859716447316239e-07,7.723314492500789,4.859716447660938e-07
sub-002,A,Fp2,P4,2,10,20,6.174332643541164,5.694775684130315e-09,6.174332643331407,5.694775688835124e-09
sub-002,A,Fp2,P4,2,20,40,1.5334596606857975,0.06483171017736457,1.5334596534262794,0.06483171229805862
sub-002,A,Fp2,P4,2,30,60,1.2586876379157244,0.16520937010390171,1.2586876381121272,0.1652093699479721
sub-002,A,Fp2,P4,2,40,80,1.3183044360081904,0.09678518806411966,1.3183044333356566,0.09678518967691796
