subject,group,channel,mse_norm,mse_phys
sub-001,A,src_precuneus_lh,0.6884173154830933,7.818342454893229
sub-001,A,src_precuneus_rh,0.6401892900466919,11.464690351945137
sub-001,A,src_inferiorparietal_lh,0.7192815542221069,21.008755101641068
sub-001,A,src_inferiorparietal_rh,0.9194841384887695,22.298282457200823
sub-001,A,src_superiortemporal_lh,0.9120101928710938,18.124899885708388
sub-001,A,src_superiortemporal_rh,0.883899986743927,18.88606048558928
sub-001,A,src_middletemporal_lh,1.3200199604034424,43.54312887195014
sub-001,A,src_middletemporal_rh,0.8545390963554382,16.808322717563282
sub-001,A,src_superiorfrontal_lh,0.710577666759491,28.08585878049534
sub-001,A,src_superiorfrontal_rh,2.01371431350708,90.80047556677964
sub-001,A,src_rostralmiddlefrontal_lh,0.5976269245147705,12.691193394715814
sub-001,A,src_rostralmiddlefrontal_rh,1.7740981578826904,47.30516488250186
sub-002,A,src_precuneus_lh,0.45301127433776855,13.92455069942022
sub-002,A,src_precuneus_rh,1.3527179956436157,32.77606598563407
sub-002,A,src_inferiorparietal_lh,1.3393237590789795,71.5390295579241
sub-002,A,src_inferiorparietal_rh,1.0363060235977173,31.73171131578306
sub-002,A,src_superiortemporal_lh,0.8954528570175171,39.687881911001675
sub-002,A,src_superiortemporal_rh,0.42616286873817444,21.584833944933603
sub-002,A,src_middletemporal_lh,0.7531005144119263,22.720642156732296
sub-002,A,src_middletemporal_rh,0.5519864559173584,16.58108605369146
sub-002,A,src_superiorfrontal_lh,0.896112322807312,34.469053369255455
sub-002,A,src_superiorfrontal_rh,0.9968448877334595,42.29411976604153
sub-002,A,src_rostralmiddlefrontal_lh,0.349210649728775,24.943936313037394
sub-002,A,src_rostralmiddlefrontal_rh,1.061790943145752,60.970641756995306
sub-003,A,src_precuneus_lh,1.394705057144165,81.90353169489197
sub-003,A,src_precuneus_rh,1.2393896579742432,89.87455679934607
sub-003,A,src_inferiorparietal_lh,1.5385475158691406,142.68321757472376
sub-003,A,src_inferiorparietal_rh,0.9464206695556641,66.6145448076461
sub-003,A,src_superiortemporal_lh,1.2726274728775024,58.631877314533085
sub-003,A,src_superiortemporal_rh,0.5941833853721619,37.41151675230216
sub-003,A,src_middletemporal_lh,2.143341541290283,159.62399532089955
sub-003,A,src_middletemporal_rh,0.5815091133117676,43.172765659663426
sub-003,A,src_superiorfrontal_lh,0.7840046882629395,27.327146960669968
sub-003,A,src_superiorfrontal_rh,1.3509647846221924,54.81840405887902
sub-003,A,src_rostralmiddlefrontal_lh,0.6590852737426758,25.60531787600315
sub-003,A,src_rostralmiddlefrontal_rh,1.0716220140457153,46.50265692509092
sub-004,A,src_precuneus_lh,1.5937070846557617,57.64260201002492
sub-004,A,src_precuneus_rh,1.0252397060394287,38.549655147675864
sub-004,A,src_inferiorparietal_lh,0.8967429399490356,43.530970300001236
sub-004,A,src_inferiorparietal_rh,0.9136678576469421,53.161050000915644
sub-004,A,src_superiortemporal_lh,1.0299451351165771,51.58425995636052
sub-004,A,src_superiortemporal_rh,0.9678642153739929,45.99541819650016
sub-004,A,src_middletemporal_lh,1.2255134582519531,50.437317581647925
sub-004,A,src_middletemporal_rh,1.3616987466812134,49.711455531015886
sub-004,A,src_superiorfrontal_lh,2.0173730850219727,204.63726060098887
sub-004,A,src_superiorfrontal_rh,0.8693052530288696,62.042605923871
sub-004,A,src_rostralmiddlefrontal_lh,1.2078903913497925,133.74619568704455
sub-004,A,src_rostralmiddlefrontal_rh,1.281700849533081,119.65064925921641
sub-005,A,src_precuneus_lh,0.35888901352882385,18.916262077609964
sub-005,A,src_precuneus_rh,0.39229196310043335,12.861360069382032
sub-005,A,src_inferiorparietal_lh,0.5254706740379333,42.45209701540774
sub-005,A,src_inferiorparietal_rh,0.2938053011894226,9.823751633156002
sub-005,A,src_superiortemporal_lh,0.8041780591011047,46.463737990513195
sub-005,A,src_superiortemporal_rh,0.8426420092582703,40.33692126478883
sub-005,A,src_middletemporal_lh,0.6695914268493652,42.10849055723211
sub-005,A,src_middletemporal_rh,0.251988023519516,10.84197346906296
sub-005,A,src_superiorfrontal_lh,0.8971040844917297,68.88291112885429
sub-005,A,src_superiorfrontal_rh,0.18593092262744904,37.20588407118185
sub-005,A,src_rostralmiddlefrontal_lh,0.4382045269012451,67.20197929117414
sub-005,A,src_rostralmiddlefrontal_rh,0.48361819982528687,150.4209442304005
sub-006,A,src_precuneus_lh,1.1110056638717651,49.057124829802866
sub-006,A,src_precuneus_rh,1.9309685230255127,104.05387144298071
sub-006,A,src_inferiorparietal_lh,0.7735200524330139,44.16463642863225
sub-006,A,src_inferiorparietal_rh,0.6341283917427063,23.99026100876837
sub-006,A,src_superiortemporal_lh,1.45810067653656,90.92945841953484
sub-006,A,src_superiortemporal_rh,0.9987953901290894,41.663225276368955
sub-006,A,src_middletemporal_lh,1.489927887916565,71.59654739631553
sub-006,A,src_middletemporal_rh,0.4038332998752594,16.748744726708505
sub-006,A,src_superiorfrontal_lh,1.4039289951324463,80.31063553874935
sub-006,A,src_superiorfrontal_rh,1.6118910312652588,83.77852091934189
sub-006,A,src_rostralmiddlefrontal_lh,1.6104978322982788,118.4468895931095
sub-006,A,src_rostralmiddlefrontal_rh,1.6869010925292969,83.31359411491528
sub-007,A,src_precuneus_lh,0.963664174079895,41.473829621285944
sub-007,A,src_precuneus_rh,0.850084125995636,32.55556904470068
sub-007,A,src_inferiorparietal_lh,0.919638991355896,52.87792551331889
sub-007,A,src_inferiorparietal_rh,0.6374591588973999,20.735680226710905
sub-007,A,src_superiortemporal_lh,1.0265766382217407,48.98459454452777
sub-007,A,src_superiortemporal_rh,2.991469144821167,133.27535707601191
sub-007,A,src_middletemporal_lh,1.1385513544082642,53.87461664667834
sub-007,A,src_middletemporal_rh,2.5169529914855957,45.40952838896484
sub-007,A,src_superiorfrontal_lh,1.117786169052124,54.476278094653814
sub-007,A,src_superiorfrontal_rh,0.8947665095329285,37.36674165821369
sub-007,A,src_rostralmiddlefrontal_lh,0.5548517107963562,25.93852925376894
sub-007,A,src_rostralmiddlefrontal_rh,1.267456293106079,44.53933326431978
sub-008,A,src_precuneus_lh,0.8592172861099243,54.66649465657103
sub-008,A,src_precuneus_rh,0.626441240310669,65.55404251063963
sub-008,A,src_inferiorparietal_lh,2.8602869510650635,602.343694711294
sub-008,A,src_inferiorparietal_rh,0.14753738045692444,22.99390687809328
sub-008,A,src_superiortemporal_lh,0.6735660433769226,74.47000007449742
sub-008,A,src_superiortemporal_rh,0.529263973236084,109.04117114598793
sub-008,A,src_middletemporal_lh,0.8229153752326965,149.89363166107208
